Report ID,Drugs,Categories,Non-Substance,Context,Dose Method,Intensity,Gender
9480,"Kava,Tryptophan,Vitamin C",Combinations,,Alone,oral,Light,Male
16199,"Cannabis,Pharms - Citalopram,SSRIs",Combinations,,Small Group (2-9),"oral,smoked",Light,Male
19807,"Cannabis,Pharms - Methylphenidate",Combinations,,Unknown Context,"oral,smoked",Light,Male
11789,"Codeine,Opiates",First Times,,Small Group (2-9),oral,Light,Male
38175,Calea zacatechichi,"General,Multi-Day Experience",Dreams,Alone,"oral,smoked",Light,Male
18692,Pharms - Venlafaxine,"Retrospective / Summary,Health Benefits",,Not Applicable,oral,Light,Male
36252,"Amanitas,Calea zacatechichi,Lobelia spp.",Combinations,Meditation,Small Group (2-9),smoked,Light,Male
33265,Modafinil,"Retrospective / Summary,Health Benefits",,Not Applicable,oral,Light,Male
34005,IAP,General,,School,oral,Light,Male
34721,Mushrooms,First Times,,Small Group (2-9),oral,Light,Male
37052,Kratom,General,,Unknown Context,smoked,Light,Male
36577,Diphenhydramine,First Times,,Alone,oral,Light,Male
9286,Salvia divinorum,First Times,,Small Group (2-9),smoked,Light,Male
34669,Kratom,First Times,,Alone,"oral,smoked",Light,Male
34323,2C-I,First Times,,Small Group (2-9),oral,Light,Male
9910,H.B. Woodrose,"Retrospective / Summary,What Was in That?",,Small Group (2-9),oral,Light,Male
35710,Leonotis leonurus,"General,Combinations,Glowing Experiences",,Small Group (2-9),"smoked,sublingual",Light,Female
35666,Calea zacatechichi,First Times,Dreams,Small Group (2-9),smoked,Light,Male
8221,Kava,"General,First Times",,Alone,oral,Light,Male
8137,Cannabis,General,Police / Customs,Small Group (2-9),smoked,Light,Male
35554,Lactuca spp.,Preparation / Recipes,,Unknown Context,smoked,Light,Male
8263,Cacti,Preparation / Recipes,,Alone,oral,Light,Male
8227,Cannabis,General,,Small Group (2-9),"oral,smoked",Light,Male
8356,Morning Glory,First Times,,Small Group (2-9),oral,Light,Not-Specified
8204,Morning Glory,Glowing Experiences,,Alone,oral,Light,Male
34999,Leonotis leonurus,General,,Unknown Context,smoked,Light,Male
27318,Heimia salicifolia,General,,Alone,"oral,smoked",Light,Male
32876,Calea zacatechichi,Retrospective / Summary,Dreams,Alone,oral,Light,Male
32671,Calea zacatechichi,Retrospective / Summary,Dreams,Alone,oral,Light,Male
28910,4-Acetoxy-DiPT,General,,Large Group (10+),"oral,smoked",Light,Male
10666,GBL,"General,Health Problems,Hangover / Days After",,Various,oral,Light,Male
8685,"Opiates,Poppies - Opium","Preparation / Recipes,What Was in That?",,Alone,"oral,smoked",Light,Male
8889,Catnip,General,,Small Group (2-9),smoked,Light,Male
14733,Ephedrine,Retrospective / Summary,,Not Applicable,,Light,Male
11403,Ephedrine,Retrospective / Summary,,Various,oral,Light,Male
8542,Cannabis,"General,Health Benefits",,Unknown Context,smoked,Light,Male
8039,"Cannabis,Mushrooms",Combinations,,Small Group (2-9),smoked,Light,Male
33026,"Ephedrine,Vinpocetine","Combinations,Health Problems",,Not Applicable,oral,Light,Not-Specified
32773,Caffeine,General,,Unknown Context,oral,Light,Male
19547,Brugmansia,"General,Sex Discussion",,Small Group (2-9),oral,Light,Male
32204,"Pharmaceuticals,Pharms - Bupropion,Pharms - Venlafaxine",Combinations,,Not Applicable,oral,Light,Male
30918,Kratom,General,,Unknown Context,oral,Light,Male
31938,Pharms - Buprenorphine,General,,Unknown Context,insufflated,Light,Male
31940,Tobacco,Retrospective / Summary,,Unknown Context,smoked,Light,Not-Specified
20950,"Amanitas,Anadenanthera spp.,Ayahuasca,Huasca - Misc Combo,Mandrake,Mimosa spp.,Tobacco",Combinations,,Small Group (2-9),oral,Light,Male
31524,Diphenhydramine,"General,Hangover / Days After",,Alone,oral,Light,Male
31487,Wormwood,Retrospective / Summary,,Unknown Context,smoked,Light,Male
30346,Anadenanthera spp.,"General,Preparation / Recipes",,Alone,insufflated,Light,Male
31000,"Hydrocodone,Opioids","Addiction & Habituation,Glowing Experiences",,Alone,oral,Light,Male
18486,LSD,General,,Rave / Dance Event,oral,Light,Male
10145,"Alcohol,Caffeine,Kava,Pharmaceuticals,Pharms - Clonazepam",Combinations,,Small Group (2-9),"oral,smoked",Light,Male
10177,Morning Glory,General,,Alone,oral,Light,Male
30476,"Leonotis leonurus,Poppies - California",Combinations,,Alone,smoked,Light,Male
12315,"Pharmaceuticals,Pharms - Clonazepam",General,,Unknown Context,oral,Light,Male
29468,Pharms - Gabapentin,General,,Unknown Context,oral,Light,Male
17470,Pharms - Cyclobenzaprine,Retrospective / Summary,,Unknown Context,insufflated,Light,Male
30690,Pharms - Cyclobenzaprine,General,,Unknown Context,"oral,insufflated",Light,Male
7980,Nutmeg,First Times,,Various,oral,Light,Male
7960,LSD,First Times,,Small Group (2-9),oral,Light,Male
28486,2-Aminoindan,Retrospective / Summary,,Unknown Context,"oral,insufflated",Light,Not-Specified
14661,"Harmala Alkaloids,Passion Flower,Skullcap","First Times,Combinations",,Small Group (2-9),"oral,smoked",Light,Male
29973,Sceletium tortuosum,General,,Alone,smoked,Light,Male
9927,"Amphetamines,Ephedrine,Guarana","General,Combinations",,Small Group (2-9),"oral,insufflated",Light,Male
15173,"Kava,St. John's Wort,Valerian","Retrospective / Summary,Depression",,Various,oral,Light,Male
29283,Coca,General,,Small Group (2-9),oral,Light,Male
29250,Kratom,"First Times,Preparation / Recipes",,Small Group (2-9),oral,Light,Male
19611,Amanitas,General,,Small Group (2-9),oral,Light,Male
15835,Lactuca spp.,Retrospective / Summary,,Alone,,Light,Male
13398,Cocaine,"General,First Times,Combinations",,Small Group (2-9),insufflated,Light,Male
13500,Lotus/Lily,"General,Preparation / Recipes",,Unknown Context,oral,Light,Male
17485,Vinpocetine,Retrospective / Summary,,Not Applicable,oral,Light,Not-Specified
28706,Absinthe,Retrospective / Summary,,Various,oral,Light,Male
28472,LSD,First Times,,Small Group (2-9),oral,Light,Female
28464,"Alcohol,Leonotis leonurus","General,Combinations",,Alone,"oral,smoked",Light,Male
12187,"Hydergine,Pharmaceuticals,Pharms - Clonazepam,Piracetam","Combinations,Health Benefits",,Unknown Context,oral,Light,Male
13205,Piracetam,General,Dreams,Alone,oral,Light,Male
12943,Salvia divinorum,First Times,,Alone,smoked,Light,Male
18124,,Difficult Experiences,Dreams,Alone,,Light,Female
28107,Calea zacatechichi,First Times,Dreams,Alone,"oral,smoked",Light,Male
18928,Leonotis leonurus,General,,Alone,smoked,Light,Male
17882,Leonotis leonurus,Retrospective / Summary,,Alone,smoked,Light,Male
22361,Methylone,First Times,,Alone,insufflated,Light,Not-Specified
27630,Leonotis leonurus,"General,Preparation / Recipes",,Alone,smoked,Light,Male
19573,Calea zacatechichi,General,,Alone,oral,Light,Male
25945,Calea zacatechichi,"General,Combinations",Dreams,Alone,smoked,Light,Male
26864,"Leonotis leonurus,Tobacco","General,Combinations,Preparation / Recipes,Difficult Experiences",,Alone,smoked,Light,Male
26876,Lecithin,"General,Health Benefits",,Various,oral,Light,Male
26717,Lotus/Lily,"General,First Times",,Alone,smoked,Light,Female
26584,"Methadone,Opioids","First Times,Hangover / Days After",,Small Group (2-9),oral,Light,Female
26134,"Anadenanthera spp.,Leonotis leonurus","General,Combinations,Difficult Experiences",,Alone,smoked,Light,Not-Specified
25868,Amanitas,"General,First Times,Preparation / Recipes",,Alone,oral,Light,Male
8489,Inhalants - Nitrites,"General,First Times",,Rave / Dance Event,"oral,inhaled",Light,Male
15629,"Opiates,Poppies - Opium",Retrospective / Summary,,Unknown Context,oral,Light,Not-Specified
25395,"Pharms - Paroxetine,SSRIs","General,Addiction & Habituation",,Not Applicable,oral,Light,Male
21590,Anadenanthera spp.,"General,First Times",,Alone,smoked,Light,Male
25229,Cacti,"General,First Times,Preparation / Recipes,Glowing Experiences",,Various,oral,Light,Female
25251,5-MeO-AMT,"First Times,Health Problems,Personal Preparation",,Alone,oral,Light,Male
16657,,First Times,Ritual,Large Group (10+),,Light,Female
25115,Amanitas,General,,Unknown Context,oral,Light,Not-Specified
25057,"Damiana,Red Rock",General,,Alone,smoked,Light,Male
24898,Morning Glory,"General,Glowing Experiences",,Small Group (2-9),oral,Light,Female
19470,Adrafinil,Retrospective / Summary,,Various,oral,Light,Male
24882,DiPT,"First Times,Preparation / Recipes",,Unknown Context,smoked,Light,Male
24870,5-MeO-DMT,General,,Alone,"smoked,insufflated",Light,Male
7690,"Catnip,Tobacco",First Times,,Alone,smoked,Light,Male
24726,Cannabis,First Times,,Small Group (2-9),smoked,Light,Female
7627,Vinpocetine,"General,Retrospective / Summary,Health Benefits",,Not Applicable,oral,Light,Male
9200,Pharms - Methylphenidate,"Retrospective / Summary,Addiction & Habituation",,Various,oral,Light,Female
7561,Mushrooms,Preparation / Recipes,,Small Group (2-9),smoked,Light,Male
7542,DXM,"General,Loss of Magic",,Alone,oral,Light,Male
22646,"Opiates,Poppies - Opium",Retrospective / Summary,,Not Applicable,,Light,Male
16425,"Opiates,Poppies - Opium",General,,Alone,smoked,Light,Male
7453,Ephedra sinica,First Times,,Small Group (2-9),oral,Light,Female
7621,Nutmeg,"First Times,Preparation / Recipes",,Small Group (2-9),oral,Light,Male
7461,Amphetamines,"Retrospective / Summary,Health Problems",,Various,oral,Light,Male
24205,Salvia divinorum,First Times,,Small Group (2-9),smoked,Light,Male
24159,"Opiates,Opium",Preparation / Recipes,,Unknown Context,,Light,Male
11071,Cocaine,First Times,,Small Group (2-9),insufflated,Light,Male
24178,Absinthe,"General,Combinations",,Unknown Context,oral,Light,Male
13311,"Alcohol,Modafinil",Combinations,,Club / Bar,oral,Light,Male
12651,"Amphetamines,Modafinil",Combinations,,Alone,insufflated,Light,Male
15004,Modafinil,General,,Unknown Context,oral,Light,Male
23381,"Ayahuasca,Harmala Alkaloids,Mimosa spp.,Syrian Rue","General,Preparation / Recipes,Glowing Experiences",,Alone,oral,Light,Male
22608,"Opiates,Poppies - Opium","Retrospective / Summary,Health Problems,Glowing Experiences",,Various,oral,Light,Male
7556,Methamphetamine,First Times,,School,insufflated,Light,Female
7519,"Cannabis,Mushrooms",Combinations,,Small Group (2-9),"oral,smoked",Light,Male
21397,Adrafinil,General,,Unknown Context,oral,Light,Male
22038,DHEA,"General,Health Benefits",,Not Applicable,oral,Light,Female
21646,Tobacco,First Times,,Alone,buccal,Light,Not-Specified
20291,Kava,"First Times,Preparation / Recipes,Health Problems",,Alone,smoked,Light,Male
21563,Kava,Preparation / Recipes,,Alone,oral,Light,Male
21090,Pharms - Tramadol,First Times,,Small Group (2-9),oral,Light,Male
11409,Diphenhydramine,General,,Alone,oral,Light,Male
14471,Diphenhydramine,"General,First Times",,Various,oral,Light,Male
20810,2C-T-2,General,,Small Group (2-9),oral,Light,Male
20467,2C-I,First Times,,Alone,insufflated,Light,Male
15674,"Opiates,Poppies - Opium","General,Preparation / Recipes",,Alone,oral,Light,Not-Specified
19511,"Calea zacatechichi,Kava","General,Combinations",,Small Group (2-9),oral,Light,Not-Specified
12453,Amanitas,"General,First Times",,Small Group (2-9),oral,Light,Male
18828,MDMA,"General,Loss of Magic",,Rave / Dance Event,oral,Light,Male
18752,Pharms - Tramadol,General,,Unknown Context,oral,Light,Male
18716,"Alcohol,Cannabis",General,Police / Customs,Small Group (2-9),"oral,smoked",Light,Male
18738,Betel Nut,General,,Small Group (2-9),buccal,Light,Male
18668,Pharms - Phenytoin,General,,Various,oral,Light,Male
18398,DOI,"General,Personal Preparation",,Various,,Light,Male
18370,,General,Nitrogen Narcosis,Small Group (2-9),,Light,Male
18274,Absinthe,General,,Small Group (2-9),oral,Light,Not-Specified
18203,Mushrooms,Preparation / Recipes,,Unknown Context,oral,Light,Male
17949,Salvia divinorum,Retrospective / Summary,,Unknown Context,smoked,Light,Male
17255,"Cannabinoid Receptor Agonists,Cannabis",General,,Unknown Context,oral,Light,Male
7914,Morning Glory,General,,Alone,oral,Light,Male
11313,Salvia divinorum,First Times,,Small Group (2-9),smoked,Light,Male
15740,AMT,"General,Retrospective / Summary,Health Problems",,Rave / Dance Event,oral,Light,Female
6952,Nutmeg,Retrospective / Summary,,Alone,oral,Light,Female
7637,Morning Glory,First Times,,Small Group (2-9),oral,Light,Male
14703,DiPT,General,,Small Group (2-9),oral,Light,Male
6858,Morning Glory,"General,First Times",,Alone,oral,Light,Male
6853,LSD,First Times,,Unknown Context,oral,Light,Male
14255,"Cannabis,Wormwood","Combinations,Entities / Beings",,Small Group (2-9),smoked,Light,Not-Specified
7002,Cacti,"First Times,Preparation / Recipes",,Festival / Lg. Crowd,oral,Light,Male
7758,H.B. Woodrose,"First Times,Difficult Experiences",,Alone,oral,Light,Male
6617,Cannabis,First Times,,Small Group (2-9),smoked,Light,Male
12935,Inhalants,"General,Health Problems",,Alone,inhaled,Light,Male
6525,Cocaine,General,,Club / Bar,insufflated,Light,Female
8301,Morning Glory,First Times,,Various,oral,Light,Male
12009,DiPT,First Times,,Unknown Context,oral,Light,Male
5953,Nutmeg,First Times,,Alone,"oral,smoked",Light,Male
5080,Cocaine,General,,Various,insufflated,Light,Male
4901,"Harmala Alkaloids,Mushrooms,Syrian Rue","First Times,Combinations",,Various,oral,Light,Male
4770,"Caffeine,Cannabis","Combinations,Difficult Experiences",,Alone,"smoked,insufflated",Light,Female
11472,Wormwood,General,,Small Group (2-9),oral,Light,Male
3843,Kava,First Times,,Small Group (2-9),oral,Light,Male
4056,Cocaine,General,,Small Group (2-9),insufflated,Light,Male
3276,Nutmeg,General,,Alone,oral,Light,Male
3161,Nutmeg,General,,Small Group (2-9),oral,Light,Male
3110,Salvia divinorum,General,,Alone,smoked,Light,Male
2783,Diphenhydramine,General,,Small Group (2-9),oral,Light,Male
10223,Nutmeg,"General,Multi-Day Experience",,Various,oral,Light,Male
10480,GVL,"General,First Times",,Unknown Context,oral,Light,Male
8955,"Opioids,Pharms - Oxycodone",First Times,,Small Group (2-9),oral,Light,Female
8833,Catnip,First Times,,Small Group (2-9),smoked,Light,Male
6468,Kava,Combinations,,Alone,oral,Light,Male
9766,"Codeine,Opiates","General,Depression",,Alone,oral,Light,Male
7888,,General,Sleep Deprivation,Small Group (2-9),,Light,Male
9946,Herbal Ecstasy,General,,Unknown Context,oral,Light,Male
9840,Kava,General,,Unknown Context,oral,Light,Male
9792,Mushrooms,"General,First Times",,Unknown Context,smoked,Light,Male
9630,Ginger,"General,First Times",,Alone,smoked,Light,Male
8951,Mushrooms,General,,Small Group (2-9),smoked,Light,Male
10096,Cannabis,Health Problems,,Various,smoked,Light,Male
10171,Pharms - Carisoprodol,General,,Unknown Context,oral,Light,Female
9579,St. John's Wort,General,,Unknown Context,oral,Light,Female
9657,Kratom,General,,Unknown Context,sublingual,Light,Male
9620,"Codeine,Opiates",Retrospective / Summary,,Various,oral,Light,Female
6134,Absinthe,First Times,,Unknown Context,oral,Light,Male
4687,"Opiates,Poppies - Opium",Preparation / Recipes,,Unknown Context,,Light,Male
5382,Betel Nut,"Retrospective / Summary,Health Problems,Addiction & Habituation",,Various,sublingual,Light,Male
64048,"2C-E,4-AcO-DMT,Cacti,DMT,Harmala Alkaloids,Syrian Rue",Combinations,,Alone,"oral,IM",Medium,Male
62835,DMT,"General,Retrospective / Summary",,Alone,smoked,Medium,Male
58781,5-MeO-DiPT,"Glowing Experiences,Sex Discussion",,Small Group (2-9),"oral,IV",Medium,Male
56700,"DiPT,Salvia divinorum","First Times,Glowing Experiences,Music Discussion",,Small Group (2-9),"oral,smoked,sublingual",Medium,Male
51677,DOC,"General,First Times,Difficult Experiences,Glowing Experiences,Mystical Experiences,Multi-Day Experience,Nature / Outdoors,Hangover / Days After,Entities / Beings",,Small Group (2-9),oral,Medium,Male
48983,"2C-E,Cannabis,DMAE,Kratom,Piracetam","General,Mystical Experiences",,Alone,"oral,smoked",Medium,Male
32490,Salvia divinorum,"First Times,Entities / Beings",,Small Group (2-9),smoked,Medium,Not-Specified
40305,Salvia divinorum,"Retrospective / Summary,Mystical Experiences,Entities / Beings",,Alone,smoked,Medium,Male
25058,Cacti,Glowing Experiences,,Festival / Lg. Crowd,oral,Medium,Male
17787,Mushrooms,"General,Glowing Experiences,Nature / Outdoors",,Small Group (2-9),oral,Medium,Male
16063,Ayahuasca,"General,Glowing Experiences,Mystical Experiences,Entities / Beings",Yoga / Bodywork,Small Group (2-9),oral,Medium,Male
14854,Phenethylamines - Other,"First Times,Music Discussion",,Various,"oral,smoked",Medium,Male
106623,"Cannabis,ETH-LAD,Methoxetamine","General,First Times,Combinations,Glowing Experiences",,Small Group (2-9),"oral,vaporized,insufflated",Medium,Male
70151,Anadenanthera spp.,General,,Alone,insufflated,Medium,Male
100120,Tabernanthe iboga,"First Times,Entities / Beings",,Alone,oral,Medium,Male
103981,Ibogaine,"First Times,Glowing Experiences,Guides / Sitters",,Alone,oral,Medium,Male
98866,"DMT,LSD,Mescaline,XLR-11","Combinations,Glowing Experiences,Mystical Experiences,Music Discussion",,Small Group (2-9),"oral,smoked",Medium,Male
96160,MDMA,"First Times,Glowing Experiences,Personal Preparation",,Festival / Lg. Crowd,oral,Medium,Male
101124,"Acacia,Acacia confusa,Harmala Alkaloids,Syrian Rue","First Times,Combinations,Preparation / Recipes,Health Benefits",,Alone,oral,Medium,Female
101485,DMT,"General,Combinations,Retrospective / Summary,Glowing Experiences,Mystical Experiences,Personal Preparation,Relationships,Entities / Beings,Therapeutic Intent or Outcome",Mindfulness,Various,"oral,smoked,insufflated",Medium,Female
87534,"2C-I,Morning Glory","Combinations,Glowing Experiences",Meditation,Alone,oral,Medium,Female
96281,"DPT,Methoxetamine ,Nitrous Oxide","General,Combinations,HPPD / Lasting Visuals,Entities / Beings",,Alone,"smoked,inhaled,IM",Medium,Male
94476,Dizocilpine,"General,First Times,Retrospective / Summary,Nature / Outdoors,Music Discussion,Hangover / Days After,Entities / Beings",,Alone,oral,Medium,Female
92052,2-Me-DMT,"General,First Times,Mystical Experiences,Entities / Beings",,Alone,smoked,Medium,Male
88486,LSD,"General,First Times,Glowing Experiences",,Various,oral,Medium,Male
76778,LSD,"General,First Times,Train Wrecks & Trip Disasters,Guides / Sitters,Multi-Day Experience,Personal Preparation,Post Trip Problems",Police / Customs,Various,oral,Medium,Male
68367,,General,Floatation Tank,Alone,,Medium,Male
94421,TMA-2,"General,First Times,Music Discussion",,Small Group (2-9),oral,Medium,Male
94784,"2C-T-2,Cannabis","General,Combinations,Retrospective / Summary,Music Discussion,Hangover / Days After",,Various,"oral,smoked",Medium,Not-Specified
88620,,"General,Retrospective / Summary,Therapeutic Intent or Outcome",Meditation,Not Applicable,,Medium,Male
93870,"25I-NBOMe,NBOMe Series","First Times,Nature / Outdoors,Music Discussion",,Various,buccal,Medium,Male
88115,Mushrooms,"Difficult Experiences,Bad Trips,Mystical Experiences",,Small Group (2-9),oral,Medium,Male
90988,Ketamine,"General,First Times,Personal Preparation,Music Discussion",,Alone,insufflated,Medium,Male
89425,Melatonin,"General,Medical Use,Therapeutic Intent or Outcome",Dreams,Alone,oral,Medium,Male
93696,Mushrooms,"General,First Times",,Small Group (2-9),oral,Medium,Male
93145,"25C-NBOMe,NBOMe Series","General,Retrospective / Summary,Glowing Experiences",,Small Group (2-9),smoked,Medium,Male
76658,Cannabis,"General,Retrospective / Summary",,Small Group (2-9),smoked,Medium,Female
92361,Mescaline,"General,Nature / Outdoors",,Small Group (2-9),oral,Medium,Male
90724,"25C-NBOMe,NBOMe Series",General,,Small Group (2-9),insufflated,Medium,Male
90179,"Cannabinoid Receptor Agonists,JWH-018","Bad Trips,Overdose,Hangover / Days After,Entities / Beings",,Small Group (2-9),smoked,Medium,Male
89527,2C-I,First Times,,Small Group (2-9),oral,Medium,Male
87548,2C-T-2,"General,Hangover / Days After",,Small Group (2-9),"oral,smoked",Medium,Male
89492,"2C-B,Ketamine","Combinations,Glowing Experiences",,Rave / Dance Event,"oral,smoked,insufflated",Medium,Female
89260,2C-I,"Difficult Experiences,Train Wrecks & Trip Disasters,What Was in That?",Meditation,Alone,oral,Medium,Male
88712,Pharms - Escitalopram,"General,Combinations,Depression",,Various,"oral,smoked",Medium,Male
86922,GHB,"Addiction & Habituation,Medical Use,Post Trip Problems",,Alone,oral,Medium,Not-Specified
85686,"Animals - Frogs,Phyllomedusa bicolor","General,First Times",,Various,,Medium,Male
85039,4-Methylmethcathinone,First Times,,Small Group (2-9),oral,Medium,Male
83321,2C-B,"General,Relationships,Sex Discussion",Meditation,Small Group (2-9),"oral,smoked",Medium,Male
80588,Mushrooms,"Glowing Experiences,Mystical Experiences",,Small Group (2-9),oral,Medium,Male
82417,MDA,"Retrospective / Summary,Addiction & Habituation,Glowing Experiences,Mystical Experiences,What Was in That?,Nature / Outdoors,Music Discussion,Therapeutic Intent or Outcome",,Small Group (2-9),oral,Medium,Male
78017,Morning Glory,"Mystical Experiences,Therapeutic Intent or Outcome",,Small Group (2-9),"oral,smoked",Medium,Male
80204,"2C-I,Tryptophan",Combinations,,Various,"oral,smoked",Medium,Male
79551,2C-I,"General,Hangover / Days After",,Small Group (2-9),"oral,smoked",Medium,Male
76313,4-Fluoroamphetamine,"First Times,HPPD / Lasting Visuals",,Alone,"oral,insufflated",Medium,Male
79223,5-MeO-DMT,"General,Glowing Experiences,Therapeutic Intent or Outcome",,Alone,insufflated,Medium,Male
70185,LSD,"Difficult Experiences,Bad Trips,Post Trip Problems,Overdose,Therapeutic Intent or Outcome",,Small Group (2-9),"oral,insufflated",Medium,Male
77872,"AB-FUBINACA,Products - Spice and Synthetic Cannabinoids",General,,Unknown Context,"oral,smoked",Medium,Male
78080,4-Methylmethcathinone,General,,Small Group (2-9),"oral,insufflated",Medium,Male
77010,"Salvia divinorum,Salvinorin A","Retrospective / Summary,Glowing Experiences",,Not Applicable,smoked,Medium,Male
77362,DXM,"Retrospective / Summary,Post Trip Problems",,Various,oral,Medium,Male
75859,2C-P,First Times,,Alone,"oral,smoked",Medium,Male
68504,"2C-B,Cannabinoid Receptor Agonists,CP 55,940","General,Combinations",,Various,"oral,smoked",Medium,Male
70438,"LSD,Nitrous Oxide,Nutmeg,Salvia divinorum","Combinations,Mystical Experiences","Devices,Devices - Mind Machine",Alone,"oral,smoked,inhaled",Medium,Male
70604,Ethylcathinone,"Combinations,Retrospective / Summary",,Various,oral,Medium,Male
51707,"Opiates,Opium","General,First Times,Glowing Experiences,Multi-Day Experience,Music Discussion",,Small Group (2-9),smoked,Medium,Female
66673,"DXM,MAOI","Combinations,Depression",,Alone,oral,Medium,Female
62614,"Alcohol,GBL","Combinations,Retrospective / Summary,Health Problems,Addiction & Habituation,Depression",,Various,oral,Medium,Male
67088,4-HO-MiPT,"General,First Times",,Small Group (2-9),oral,Medium,Female
67025,2C-I,"General,Retrospective / Summary",,Alone,oral,Medium,Male
64488,Morning Glory,Glowing Experiences,,Alone,oral,Medium,Male
54176,PCP,"First Times,Music Discussion",,Small Group (2-9),smoked,Medium,Male
63843,2C-I,"Difficult Experiences,Train Wrecks & Trip Disasters,HPPD / Lasting Visuals,Post Trip Problems,Overdose,Entities / Beings",,Small Group (2-9),IV,Medium,Male
66467,"Psilocin,Psilocybin","General,Mystical Experiences",,Alone,"oral,smoked",Medium,Male
65075,Coca,Retrospective / Summary,,Various,"oral,smoked,inhaled,sublingual",Medium,Male
64707,"Anadenanthera spp.,Bufotenin","Retrospective / Summary,Preparation / Recipes",,Not Applicable,"smoked,sublingual",Medium,Male
64932,H.B. Woodrose,First Times,,Alone,oral,Medium,Female
47043,"DXM,Nitrous Oxide",Combinations,"Devices,Devices - Mind Machine",Alone,"oral,inhaled",Medium,Male
63399,4-HO-MET,First Times,,Alone,"smoked,sublingual",Medium,Male
63653,Methamphetamine,"First Times,Retrospective / Summary,Difficult Experiences,Addiction & Habituation",,Not Applicable,"smoked,insufflated",Medium,Female
53925,Mescaline,"General,Preparation / Recipes",,Alone,oral,Medium,Male
57515,Morning Glory,"General,Preparation / Recipes,Relationships,Entities / Beings",,Alone,oral,Medium,Male
61618,Cacti,"General,Nature / Outdoors",,Alone,"oral,smoked",Medium,Male
62693,DPT,"First Times,Glowing Experiences,Families,Nature / Outdoors,Music Discussion,Entities / Beings",Yoga / Bodywork,Alone,insufflated,Medium,Male
62647,"Cacti,Mescaline","General,Preparation / Recipes,Nature / Outdoors",,Alone,oral,Medium,Male
61169,4-Acetoxy-MiPT,"Retrospective / Summary,HPPD / Lasting Visuals,Relationships",,Various,"oral,smoked",Medium,Male
61228,Piperazines,General,,Alone,oral,Medium,Male
59235,Pharms - Fentanyl,Glowing Experiences,,Alone,oral,Medium,Male
58913,4-HO-MiPT,"Combinations,Retrospective / Summary",,Not Applicable,oral,Medium,Male
44651,Mushrooms,"First Times,Glowing Experiences,Guides / Sitters",,Small Group (2-9),"oral,smoked",Medium,Male
58931,Ketamine,Glowing Experiences,,Alone,insufflated,Medium,Male
43976,Cocaine,"First Times,Personal Preparation",,Large Group (10+),"oral,smoked,insufflated",Medium,Male
56947,Mushrooms,"Difficult Experiences,Nature / Outdoors,Entities / Beings",,Alone,oral,Medium,Male
58766,Methylone,"First Times,Combinations",,Alone,"oral,insufflated",Medium,Male
32271,Diphenhydramine,"General,Difficult Experiences",,Alone,oral,Medium,Male
51728,Absinthe,"General,First Times,Retrospective / Summary,Preparation / Recipes,Hangover / Days After",,Various,oral,Medium,Male
58149,AET,Retrospective / Summary,,Various,"oral,insufflated,rectal",Medium,Male
57757,4-AcO-DMT,"Glowing Experiences,Sex Discussion",,Alone,oral,Medium,Male
22811,DXM,"Retrospective / Summary,Relationships",,Various,oral,Medium,Female
56526,2C-E,Retrospective / Summary,,Various,"smoked,insufflated",Medium,Male
56928,2C-E,Glowing Experiences,,Alone,"oral,smoked,IM",Medium,Male
56605,2C-I,"Glowing Experiences,Sex Discussion",,Small Group (2-9),oral,Medium,Male
55635,2C-B,First Times,,Small Group (2-9),oral,Medium,Female
52922,Mushrooms,First Times,,Small Group (2-9),"oral,smoked",Medium,Male
55729,Dizocilpine,First Times,,Alone,IM,Medium,Not-Specified
51599,"2C-T-2,Harmala Alkaloids,Syrian Rue",Combinations,,Alone,oral,Medium,Male
54051,"2C-B-Fly,Cannabis,Cocaine","Combinations,Glowing Experiences,Music Discussion",,Various,"oral,insufflated",Medium,Male
52988,DOC,Glowing Experiences,,Alone,"oral,smoked",Medium,Male
43994,"Amphetamines,Hydromorphone,Opioids","Combinations,Train Wrecks & Trip Disasters",Drug Testing,Hospital,"oral,IV",Medium,Male
35908,Methamphetamine,"Retrospective / Summary,Addiction & Habituation,Families,Depression,Relationships,Poetry",,Various,,Medium,Not-Specified
31184,Opioids,"Retrospective / Summary,Addiction & Habituation,Depression,Post Trip Problems,Relationships",,Various,"oral,insufflated",Medium,Male
29094,LSD,Glowing Experiences,,Small Group (2-9),"oral,smoked",Medium,Female
51688,"2C-T-2,Harmala Alkaloids,Syrian Rue","Combinations,Glowing Experiences",Meditation,Alone,oral,Medium,Male
50324,Salvia divinorum,"General,Entities / Beings",,Alone,smoked,Medium,Male
24176,Cannabis,"First Times,Glowing Experiences",,Small Group (2-9),smoked,Medium,Male
49652,Pharms - Buprenorphine,"Retrospective / Summary,Addiction & Habituation",,Not Applicable,sublingual,Medium,Male
23669,Amphetamines,"General,Health Problems",,Various,oral,Medium,Male
45881,"Heroin,Opiates","Glowing Experiences,Sex Discussion",,Small Group (2-9),insufflated,Medium,Female
49772,LSD,"Mystical Experiences,Nature / Outdoors,Relationships",,Alone,"oral,smoked",Medium,Male
49722,"2C-C,2C-I,Kratom","General,Glowing Experiences",,Alone,"oral,smoked",Medium,Male
47214,DOC,"First Times,Glowing Experiences,Mystical Experiences,Nature / Outdoors",,Various,oral,Medium,Male
