,,,,
,,,,
,Permanent Smile,Japple Juice,Kava & Sertraline (Zoloft),Jul 19 2009
,Helps Alleviate Cravings,Sam,Tobacco (Nicotiana rustica),Jul 18 2009
,"Convulsions, Seizures, Vomiting",handsome,5-MeO-DMT,Jul 18 2009
,Horrible Side Effects,The Tester,Datura,Jul 14 2009
,Addiction: Beginning to End (Continued),Matthew L H,Buprenorphine & Naloxone (Suboxone),Jul 13 2009
,More Entities in Hyperspace,"S.H., France",Mushrooms - P. semilanceata,Jul 12 2009
,Feels Like an SSRI,Awooga,Sceletium Tortuosum,Jul 11 2009
,A Night of Negations,Anarchistbarbie,"MDMA, Olanzapine (Zyprexa), Migraines & Mushrooms (Primdordia)",Jul 11 2009
,"Meh. A Thousand Times, Meh.",Nope,Leonotus leonurus (Wild Dagga),Jul 11 2009
,Addiction: Begining to End,Matthew L H,"Buprenorphine & Naloxone (Suboxone, for Heroin Dependency)",Jul 10 2009
,Massive Panic Attack,Fixxxer,MDMA (Ecstasy) & Cannabis,Jul 10 2009
,The Perfect High,rayonacid,"MDA, Ketamine & Hash",Jul 9 2009
,"Slurred Speech, Distorted Vision, Extreme Nausea",buzzyman,Metaxalone (Skelaxin) & Pramipexole (Mirapex),Jul 9 2009
,The Rise,euphoric,Metaxalone (Skelaxin),Jul 9 2009
,Not Worth the Time,E1983,Metaxalone (Skelaxin),Jul 9 2009
,Not-so-Relaxin,oversoul,Metaxalone (Skelaxin),Jul 9 2009
,Difficult Times,Jet,Cannabis,Jul 9 2009
,Fun but Scary,Isaac 'Izzy' Snuffer,Diphenhydramine,Jul 8 2009
,Was it Laced Material?,Mr. Dr. Ralph,Cannabis,Jul 8 2009
,The Green Chill Pill,Octosphere,Triazolam (Halcion),Jul 8 2009
,Seven Months Later,Adderaid,Amphetamines (Adderall),Jul 7 2009
,Been wrong to doubt you so long.,Seven,Mimosa Hostilis & Syrian Rue,Jul 7 2009
,I Am Now Who I Was Then,veryabsurd,Buprenorphine,Jul 7 2009
,Dead but Satisfied,PuffPuffPass,Mushrooms,Jul 7 2009
,Comfortably Comfortable Numbness,Hatter,Glaucine,Jul 7 2009
,My notes on This Poppy,FooL,California Poppy,Jul 3 2009
,Medicated Panic Disorder,PhishStasH,Clonazepam (Klonopin),Jul 3 2009
,Diarrhea,Just me,Codeine (with Acetaminophen),Jul 3 2009
,I see Jesus!,DY,Inhalants - Duster,Jul 1 2009
,First and Last Experience with PMA,Daniel,PMA (4-methoxy-amphetamine),Jul 1 2009
,These Don't Mix,Golux,Kratom (10x extract) & Tobacco,Jul 1 2009
,Three Tries and Still Working on Quitting,Wonderama,Scopolamine & Atropine (for Tobacco Cessation),Jun 30 2009
,Awesome Body High,chicknlittle,2C-I,Jun 30 2009
,"Beautiful, but Respect It (Dose-Dependent)",stbot32,Unknown (sold as LSD),Jun 30 2009
,It Simply Does Its Job,Alexandra Lynch,Zolpidem (Ambien),Jun 29 2009
,Very Bad for My Lungs,Potty,"Smoking Blends ('Spice, Mojo, Jah Rush, etc.')",Jun 28 2009
,Can You Believe It's Not Cannabis?,skipper09,Spice Product ('Diamond'),Jun 27 2009
,An Enviromental Disease,Magicure,Migraines & Psychedelics,Jun 25 2009
,Fluffy Happy Feeling :),WinterPrincess,Hydrocodone with Acetaminophen (Vicodin),Jun 25 2009
,Cool Visuals,WatersMoon110,"Seroquel (Quetaiphe), Imipramine & Bupropion (Wellbutrin)",Jun 25 2009
,Philosopers Stone--Fantastic,Bradothy,"Mushrooms - P. Tampanensis, Nitrous Oxide",Jun 22 2009
,My Friend Was A Tree,J,Dimenhydrinate,Jun 22 2009
,A Relaxing Drink,Angi,Catnip,Jun 21 2009
,Large Pink Pill,Marcus,Oxymorphone (Opana) & Cannabis,Jun 19 2009
,Rectal Absorbtion OMG!,Medric,Hydromorphone (Dilaudid),Jun 19 2009
,Confusion,Leigh,Hydromorphone (Dilaudid) & Oxycodone with Acetaminophen (Percoset),Jun 19 2009
,Running Away from Myself,Rip,"Hydromorphone (Dilaudid), Cocaine & Heroin",Jun 19 2009
,Slow Death,Grb,"Hydromorphone (Dilaudid), Morphine & Barbituates (Seconal)",Jun 19 2009
,Against the Advices,-Westmount-,Hydromorphone (Dilaudid) & Alcohol,Jun 19 2009
,Has Its Ups and Downs,AsTrO,Oxymorphone (Opana ER),Jun 19 2009
,Last Ditch Effort,Bleezenthal,"Fentanyl, Hydromorphone (Dilaudid), Amphetamines & Migraines",Jun 19 2009
,Caused Chronic Headaches,MaxGXL,Syrian Rue (P. harmala) & Alcohol,Jun 19 2009
,Cotton Music and a Swollen Face,P,Kratom,Jun 18 2009
,Anectode,Geo,LSD & Migraines,Jun 18 2009
,"A Long Time to Stand, an Hour to Fall",SaltOfHell,Methamphetamine,Jun 17 2009
,Away From the Rail,A,Salvia divinorum (10x extract),Jun 16 2009
,Staring at the Wall,BK,Cocaine & Alcohol,Jun 16 2009
,The World in our Minds,L,Mushrooms,Jun 16 2009
,One Month Experience,Bob,Piracetam & Lecithin,Jun 16 2009
,Xhosa Dream herb,AllWhoYonderRNotLost,Silene capensis & Dreams,Jun 16 2009
,A Manifestation of Psychedelic Experience,Nora,LSD,Jun 16 2009
,Personal Diminished Long-term Brain Function,frivolous8327,DXM,Jun 15 2009
,Brain Damage?,DJ Walz,Piperazines & Quetiapine (Seroquel),Jun 15 2009
,2 Months of Positive Tests,Ct-md,Cannabis & Drug Testing,Jun 14 2009
,Big Bad Bipolar Trip,justinian,DXM & Endogenous (Bipolar Disorder),Jun 14 2009
,Reexamination of C3's,DextroBob,DXM with CPM,Jun 14 2009
,A Night on the Monolith Highway,Hamsterman,Salvia divinorum (20x extract),Jun 12 2009
,First Foray into Salvia Dream Reality,Marmar,Salvia Divinorum (20x extract),Jun 8 2009
,Built Up Over Time to a False-Positive,LancerEvoVIRS450,DXM & Drug Testing,Jun 7 2009
,Severe Muscle Pain,CloudYAOI,5-HTP,Jun 5 2009
,Apartment in the Sky,Tsunami,Salvia divinorum (10x extract),Jun 4 2009
,Psychadelic Smoothie,Briconz,H. B. Woodrose,Jun 4 2009
,The World within Me,Vee,DOC,Jun 3 2009
,Brainfood,LoneBee,DOC,Jun 3 2009
,Smoking In Deep Lungfuls,marcosbj,Tobacco & Alcohol,Jun 2 2009
,A Walk Towards the Fourth Door,A. Eidnoj,Cannabis,Jun 2 2009
,Interesting Combo,Varch,"Diazepam (Valium), Alcohol (Wine) & Cannabis",May 29 2009
,Like Cold Lemonade,Chainsaw,Spice Products,May 28 2009
,Fixes Stutter,Ahmed,MDMA (Ecstasy),May 27 2009
,Migraine Away,Remember,"Rivea corymbosa, H.B. Woodrose & Migraines",May 23 2009
,Passed a Stone,Cannaabisabliss,DXM,May 21 2009
,A Fun Day,RivetheaD,"Dextromethorphan HBr, Chloropheniramine Maleate, Cannabis",May 21 2009
,Weekly Probabtion Date,S. Michael M.,DXM & Drug Testing,May 15 2009
,A Capsule in Outta Space,DelphicOracle,Salvia divinorum (10x extract) & Amanitas,May 15 2009
,Divine Incense,Wise_Sage,Salvia divinorum,May 12 2009
,Waking Up with Bruises,Cannabisman,Mirtazapine (Remeron),May 9 2009
,Happy Halloween,M.J.,LSD,May 5 2009
,'I was Told it Was LSD.  It Wasn't',CK,LSD,May 1 2009
,"What a Long, Strange Trip ... Indeed",Enigma0100,5-MeO-AMT,May 1 2009
,Makes Me Feel,Josh K,Oxycodone & Cannabis,Apr 23 2009
,Fly Agaric and Magic,pete_p,"A. muscaria, P. cubensis, Cannabis, Alcohol, 5-HTP & Milk Thistle",Apr 22 2009
,Evil Sort of Temptress Idea,slmn,Cacti - T. bridgesii,Apr 20 2009
,Be Careful of Dose Amount,anonymous,DHEA,Apr 20 2009
,So Far So Good,macarisma,Venlafaxine,Apr 20 2009
,Blown Away,c0k3h3ad,Cacti - T. peruvianus,Apr 13 2009
,Close to Pure?,Dr. Knight,Mushrooms - P. cubensis (extract),Apr 12 2009
,"Hate, Hate, Love? Relationship",bobthebuilder,Cocaine & Methamphetamine,Apr 9 2009
,Overwhelmed With Optimism,Red Sky,Mushrooms (Psilocybin),Apr 8 2009
,The World Without Flaws,Starch&Carbohydrates,MDMA (Ecstasy),Apr 4 2009
,But It's Been Months,Me,DXM & Drug Testing,Apr 2 2009
,"Load, Light, Toke.",Holydiver,DMT,Apr 2 2009
,Pure Ecstasy,Barbara,"MDMA (Ecstasy), Cannabis & Alcohol",Apr 2 2009
,The Best High Ever!,Lotusmountain2,Nicotine (inhalator),Mar 27 2009
,And Weed is Legal?,Paddos,Nicotine (Dip & Cigarettes),Mar 27 2009
,Pulse,Peaches,Calea zacatechichi,Mar 27 2009
,The Anger Within,DivaMama,MDMA (Ecstasy),Mar 27 2009
,Tryptamines' Purpose,"Anonymous, OR","Bufotenine, 5-MeO-DMT, DMT",Mar 27 2009
,Hysterical Laughter and Loud Music,Tripic Frog,Mushrooms,Mar 25 2009
,Amplified Party Experience,Anonymous,MDMA (Ecstasy),Mar 25 2009
,Woman With a Parasol,Cain,Salvia divinorum (10x extract),Mar 25 2009
,False Positive Urine Screen,NHB,Diphenhydramine & Urine Screening,Mar 25 2009
,Stomach Pain Caused By Abusive Usage,Keyhole,Ketamine,Mar 25 2009
,Sipping History,James,Absinthe,Mar 24 2009
,Salvia Sauna Sangha,"The Stone Ranger, TN",Salvia divinorum,Mar 24 2009
,Accidental Huge Dose,wng,2C-E,Mar 23 2009
,Self-Harm,HappyGoLuckDamBunny,Diphenhydramine,Mar 22 2009
,Experiments with Household Spices,Mjverona,Cloves & Salvia officinalis (Sage),Mar 22 2009
,Head Buzzed,Anonymous,Salvia officinalis (Sage),Mar 20 2009
,Butylone Confounding,Aido Ser,bk-MBDB & Methylone,Mar 16 2009
,Dimensions of My Leg?,W,Salvia divinorum (30x extract),Mar 14 2009
,Reality Fishing,Anonymous,Salvia divinorum,Mar 13 2009
,Intensity Boost,Dr Demento,Modafinil (Provigil) & LSD,Mar 11 2009
,Poor Man's Paan Masala Preparation,tropein,Betel Nut & Various,Mar 9 2009
,Buzz Light,Perry,Hops & California Poppies,Mar 9 2009
,Therapeutic High With a Speedy Edge,organicshroom,bk-MBDB,Mar 9 2009
,Specifically  Very Dull,uninventive,Smoking Blend ('Galaxy'),Mar 9 2009
,I Don't Think It's Entirely 'Herbal',Erd,Smoking Blend ('Genie'),Mar 9 2009
,Getting High Like Towlie,The Mayor,JWH-018,Mar 9 2009
,The Most Regrettable Feeling I Have Ever Felt,Abbie,Salvia divinorum (20x extract) & Alcohol,Mar 9 2009
,"Just Remembering, 10 Weeks Later",Beeteeyem,Clonazepam (Klonopin),Mar 8 2009
,Unpleasant Synergy,Meat_Bag,Paroxetine & Piracetam,Mar 6 2009
,Enjoyable and Interesting,reboot reality,Virola theidora (bark),Mar 6 2009
,Unpleasant,Cdawg,Trazodone,Mar 6 2009
,Learning about my Control-Freakery,Coyote426,Ayahuasca (B. caapi & Psychotria viridis),Mar 6 2009
,I'm Dying ...?,Lydia,Diphenhydramine,Mar 5 2009
,Do You Want to do This?,Shaken,Salvia divinorum (5x Extract),Mar 5 2009
,Stuck in Nothingness,Paul,Salvia divinorum (17x Extract),Mar 5 2009
,Gods Bathroom Floor,Richie,Mushrooms,Mar 5 2009
,Better than Weed!,spasticfleisch,JWH-018,Mar 4 2009
,Chronic Pain Management,Grendel,Hydrocodone & Cannabis,Mar 4 2009
,Enjoying Paan,Tohno,Betel Nut,Mar 4 2009
,Definitely Worth It,Burnout,Wormwood Extract,Mar 4 2009
,Ego Shatters and I am the Earth,Whentunder,Salvia divinorum (5x Extract),Mar 4 2009
,First View of the Shroom Realm,TSC/orphan love,Mushrooms,Mar 2 2009
,A Fickle but Beautiful Mistress,AlpacaPacker,Kratom,Mar 2 2009
,Its Grip is Subtle to Start ...,Matt-Mag,Crack,Mar 2 2009
,Amnesia,David,Pregabalin (Lyrica),Mar 2 2009
,A Mild Test Dose,Lurker,5-MeO-DPT,Feb 25 2009
,Won't Eat on it Again,Laramie,2C-B,Feb 25 2009
,Consider a Lower Dosage,Psyduck,2C-E,Feb 25 2009
,"One Short, Strange but Good Trip",Secret Agent Beam,4-HO-MET,Feb 25 2009
,Corridor of Everything,Jon,DMT,Feb 25 2009
,Night in Hell,Veficus Vulparia,Ayahuasca,Feb 25 2009
,More Than a Sedative,The_Contortionist,Valerian,Feb 25 2009
,Where is my Mind,As,H.B. Woodrose & Salvia divinorum (10x extract),Feb 25 2009
,Recreation?,Lotus Blossom,Quetiapine (Seroquel) & Alcohol,Feb 18 2009
,"Mild Rush, No Appetite, Difficulty Sleeping",plasmatika,4-Fluoroamphetamine,Feb 16 2009
,My Journey So Far ...,Dmtdan,DMT,Feb 16 2009
,Unexpected Encounters,DemonSeed,4-HO-DiPT,Feb 16 2009
,This Room is Better,Kow,Mushrooms & Opium,Feb 13 2009
,Freezing in Snow,Wickham,Cocaine & Cannabis,Feb 10 2009
,A Wonderful Day,Stoned Intellect,"CP 55,940, Kratom (Enhanced Bali) & Cigarettes",Feb 10 2009
,Memory Loss and Next Day Nausea,Fluffun,4-Methylmethcathinone & Alcohol (Beer),Feb 10 2009
,Violently Psychedelic,Imagery Overload,2C-E,Feb 2 2009
,My Favorite Trip,Kevin,2C-E,Feb 2 2009
,Just a Little Taste,Petch,2C-I,Jan 28 2009
,Dani Depression,C. L. Riffle,2C-B,Jan 28 2009
,Something Fresh,Dreamguy,2C-I,Jan 27 2009
,Dancing with Domingo,Omni,DOM,Jan 27 2009
,Better than Meth,Elfspice,MDPV,Jan 25 2009
,Mitsubishi Makes This Too?,Selekta,Unknown ('mCPP') & Salvia divinorum,Jan 25 2009
,"Bipolar, 2Cs & Medication",asslm,"Buproprion (XL), 2C-I & Cannabis",Jan 25 2009
,Inner City Rainforest,D3meeelz,MDMA (Ecstasy) & Cannabis,Jan 24 2009
,False Positive for Opiates,Abakua81,DXM & Drug Testing,Jan 21 2009
,Just Like the Real Thing,Hippieman420,Spice Product ('Diamond'),Jan 14 2009
,Tail End of a Shroom Trip,DPH,2C-I,Jan 14 2009
,The Last Trip I Think I'll Need,Crenshaw387,DOI,Jan 14 2009
,Nothing Could have Prepared Me,Weebl,2C-E,Jan 13 2009
,"In all Seriousness, This is a Dream",Tba,2C-E,Jan 13 2009
,Very Comfortable Experience,Jack the Tripper,2C-I,Jan 13 2009
,Only for the Experienced User,Pharmgrad,2C-I,Jan 13 2009
,An Experience not of this World,Seamore,2C-T-7,Jan 13 2009
,Can't Place My Finger On It,Keith/PuppyNuts,Zolpidem (Ambien),Jan 9 2009
,Ashamed,Regret,Alcohol,Jan 9 2009
,"Sharp, Fuzzy, Euphoric",Electrovotolato,"Clonazepam (Klonopin), Alcohol - Beer & Cannabis",Jan 5 2009
,First Time Dipping,Rickigger,Tobacco,Jan 3 2009
,Watching My Body Lie Breathless,Farfromfine,Inhalants - Freon,Jan 3 2009
,Double Sensation,Sillywabbit33,Ephedrine & Hydrocodone with Acetaminophen,Jan 3 2009
,Not Gay At All,Racecar,PCP,Jan 1 2009
,"Relaxed, Fatigued, and Slightly Manic",Joeyramoney,Temazepam & Clonazepam,Jan 1 2009
,A Day to Forget All Responsibilities,Zemfira,"Oxycodone, Lorazepam (Ativan), Quetiapine (Seroquel) & DXM",Dec 23 2008
,"My Eyes Were Like Windows, My Body A Shell",Steve,"Cannabis, St John's Wort & Alcohol",Dec 23 2008
,An Overall Good Experience,Lissak,Poppies - Opium,Dec 23 2008
,Sweet Cheap Sufiuasca New World Style,Leprechaun,Arundo donax & Passion Flower (Passiflora incarnata),Dec 23 2008
,A Very Long Day,Connor,LSD & Cannabis,Dec 23 2008
,Not Bad at All,Anonymous,Catnip,Dec 23 2008
,Watching the Trees Grow,vunit86,"Black Widow Spider, Alcohol & Cannabis",Dec 22 2008
,Nice Buzz in My Head,Space Time,Salvia officinalis,Dec 22 2008
,My Discoveries with This Plant,Soup,Salvia officinalis,Dec 22 2008
,It Really Is Like Cannabis,Sopris,Spice Product ('Gold'),Dec 22 2008
,Runs Out Pretty Fast,The dude,4-Methylmethcathinone,Dec 22 2008
,Withdrawal,KS09,Quetiapine (Seroquel),Dec 21 2008
,"I Know I Was Just Laughing, But I Hate This",Nick,Salvia divinorum (15x extract),Dec 20 2008
,I Was Too Scared To Sleep,Willow,Nutmeg,Dec 20 2008
,I Wish My Brother Hadn't Seen Me Like This,Drew,Inhalant - Duster,Dec 20 2008
,"Ego Loss, Car Wrecks, and Check Points, Oh My",EZTrip,"LSD, Alcohol & Cannabis",Dec 20 2008
,Recycling Wreaths,Benadryl,Diphenhydramine (Benadryl),Dec 20 2008
,Careful with That Axe,The Lizard Shaman,Salvia divinorum (10x extract),Dec 19 2008
,Utter Isness,JollyRick,Phalaris Grass & Cannabis,Dec 19 2008
,Wild Ride,Babydoll,Gabapentin (Neurontin),Dec 18 2008
,Trippin and Slippin,Jim,LSD,Dec 18 2008
,My Entire Body Was Being Crushed.,Valerian,Valerian,Dec 18 2008
,Feeling Good in a Very Real Way,NitrousAcid,4-Methylmethcathinone,Dec 18 2008
,Unpredictable But Always Positive,Ash,Rhodiola rosea,Dec 18 2008
,"Short and Comfy, and more Visual",Z.,2C-I,Dec 18 2008
,The White Punch Buggy from God,Noviseer,Cacti - T. pachanoi,Dec 18 2008
,Intense and Horribly Strange Journey,Raoul Duke,Zolpidem (Ambien) & Cannabis,Dec 18 2008
,Gentle Sally,Drellion,Sally divinorum (5x extract),Dec 18 2008
,3 Months of Hell,Ala,DXM with CPM,Dec 17 2008
,A Glimpse Into Insanity,Tyson,Dimenhydrinate & Coffee,Dec 17 2008
,A Delightful Surprise,Anthony,Trazodone,Dec 17 2008
,On My Plantation,Dr.Pepper!,Salvia divinorum (5x extract),Dec 16 2008
,Seven Hours in the ER,Anonymous,Propylhexedrine,Dec 16 2008
,Better Have a Strong Stomach!,Souper Douper Pouper,Huperzine,Dec 16 2008
,Differing Body States,Riddirk,Spice Product,Dec 15 2008
,I Will Smoke It Until The Man Makes it Illegal,Ottomatic,Spice Product ('Gold'),Dec 15 2008
,Can't Believe This Is Legal,Shakes,Spice Product ('Gold'),Dec 15 2008
,In The Woods,Mem,"Morning Glory, Spice Product & Salvia divinorum (5x extract)",Dec 15 2008
,Mountain Experience,Brack,LSD & 2C-B,Dec 15 2008
,Nothing and Everything ...,Joseph,2C-B,Dec 15 2008
,50 Trips Later ...,Tooloose,2C-I,Dec 15 2008
,Worked Very Well Together,Dwizzle,Salvia divinorum (extract) and Amanitas - A. muscaria,Dec 14 2008
,All I Can Say,Koopa,Mushrooms - P. cyanescens & Cannabis,Dec 14 2008
,Less Powerful but Overall Satisfying,FlapJack,Morning Glory & Cannabis,Dec 13 2008
,Break On Through,Zeppelin fan,LSD,Dec 12 2008
,Lack of Pain is My Euphoria,Katie_okell,Oxycodone,Dec 12 2008
,The Blunt That Burned Me Back,Jman,Cannabis,Dec 12 2008
,So Far From Reality,Reformed,DXM,Dec 11 2008
,Notes Concerning a Developed Habit,Justin Case,"Hydrocodone, Ibuprofen & Damiana",Dec 9 2008
,The Other Side,Mr. Anabaraxas,DXM & Salvia divinorum (leaves),Dec 9 2008
,2C-Indivisible,Dr. Octafer,2C-I,Dec 9 2008
,Blowing in the Wind,CompSci Psychonaut,2C-I,Dec 9 2008
,Natural Ecstasy,Alex,Tabernanthe iboga,Dec 9 2008
,STFU Juice,Clonazapam/Rivotril,"Clonazapam, Alcohol, Tramadol & MDMA (Ecstasy)",Dec 8 2008
,Nice and Smooth,Aimee,Damiana & Cannabis,Dec 7 2008
,A Powerful Allergy Relief?,McFly,St. John's Wort,Dec 7 2008
,"Part of a T-Shirt, Two Different People",Firstimetripperj,Salvia divinorum (5x extract),Dec 6 2008
,Nothing Matters Anymore,DestroyedMatter,"Methadone, Oxycodone & Cannabis",Dec 5 2008
,More Depressed Than Ever,Moe,DXM & Cannabis,Dec 3 2008
,Mix It Up,DoorOfPerception,"Alcohol, Cannabis, DXM, Valerian & Melatonin",Dec 3 2008
,A Completely New Reality,Crazy J,MDMA (Ecstacy),Dec 3 2008
,1 Seed Dose,Swim,H.B. Woodrose,Dec 1 2008
,Salvia caused my HPPD,brian,Salvia Divinorum,Nov 26 2008
,Back in time to childhood,Unsigned Char,Salvia Divinorum,Nov 26 2008
,A Refreshing Experience,Broken,MDMA,Nov 26 2008
,Cartoon-Like Bird,Zebra fish,Periwinkle,Nov 23 2008
,Stat Treatment for Breakthrough Depression,The Blank,Carisoprodol (Soma) & Clonazepam (Klonopin),Nov 17 2008
,"Works, But So Itchy!",Itchy,"Carisoprodol (Soma), Coffee, Alcohol & Cannabis",Nov 17 2008
,Fainting and Regaining Altered-Consciousness,CFCID,Mushrooms & Cannabis,Nov 17 2008
,Awesome In It's Own Way,The Wizard,Leonotis leonurus (Wild Dagga),Nov 14 2008
,Passed Out But Not an Overdose,B.D.,GHB (Xyrem),Nov 12 2008
,Get This Monkey Off My Back,Slaz,Oxycodone (Oxycontin),Nov 9 2008
,"No Buzz, No Hangover, Just a Perfect World",Agency,"DXM, Bupropion & GABA",Nov 7 2008
,Finally Got It Right,General Cornwallace,Kratom (Thai),Nov 7 2008
,Three Days Straight,Holy Joe,2C-I,Nov 7 2008
,Ego death on a Non-Recreational Dose,perpetuallylost,Diphenhydramine,Nov 5 2008
,Dumb Night,Mental Patient,Inhalants (Computer Duster) & Diphenhydramine,Nov 5 2008
,Just Keeps Going,HomeGrower,Dextromethorphan Polistirex,Nov 5 2008
,A Mild First Time,Teddy Bear,2C-T-2,Nov 5 2008
,The Talking Dirt,White Rabbit,2C-E & 2C-I,Nov 5 2008
,An Insufflated Summary,SigmaS,2C-B,Nov 5 2008
,Wowie Wow Wow!,Bluedolphin,2C-B & MDMA,Nov 4 2008
,Playing with Poppies,Poppypants,"Poppies - Opium, Alcohol & Cannabis",Oct 31 2008
,Strange Experience,Bill,Cannabis & Alcohol,Oct 31 2008
,A Waste of a Great Substance,Zlurr,Methylone & Venlaflaxine,Oct 31 2008
,It was Pretty Intense,Mo,2C-I,Oct 31 2008
,The Trees Are Speaking,Caveman,"2C-I, LSD & Ecstasy",Oct 31 2008
,Dream-like,Someone!,DOI,Oct 31 2008
,Asperger's Syndrome and Psychedelics,Thrillhouse Steel,"LSD, MDMA & DOI",Oct 31 2008
,Epic Mind and Body Trip,Xorzarle,DOI,Oct 31 2008
,3 Weeks of Afterglow?,Monest,DXM,Oct 30 2008
,At the Beach,Nate,2C-I,Oct 30 2008
,15 People and a Farm,YosefXP,2C-I & 2C-E,Oct 30 2008
,A Novel Combination,UBTNG,2C-E & Wild Dagga,Oct 30 2008
,The TV was Narrating my Thoughts!!!,Stevie ==,Salvia Divinorum (21x extract),Oct 30 2008
,Not so Methy Lone,Tiger Faerie,Methylone & LSD,Oct 29 2008
,Good Times and Aliens,Boozbie,2C-B,Oct 29 2008
,Detection Times Using Home Testing,Weekend Warrior,Cannabis & Drug Testing,Oct 24 2008
,Keep Your Mind in the Vehicle at all Times,Anothermartini,AMT,Oct 24 2008
,A Sick Start to a Nice Trip,Sublime,AMT,Oct 24 2008
,A Good Start,Anjovis,DPT,Oct 24 2008
,Visual but a bit Scary,Yume,LSD & 5-MeO-DiPT,Oct 24 2008
,The End of the World,Kyle,Cannabis (with PCP),Oct 22 2008
,This is Just Weed?,Elusive,PCP & Cannabis,Oct 22 2008
,Happy Faces,Nonsense,Salvia divinorum (10x extract),Oct 21 2008
,Harsh and Intense,Sam,2C-T-7,Oct 8 2008
,The Way to Go ....,The_Guy,2C-I,Oct 8 2008
,Concert Rolling,Zoink,"MDMA (Ecstasy), Caffeine & Cannabis",Oct 3 2008
,An Interesting Night on an Interesting Drug,Androg,Dimenhydrinate (Dramamine),Oct 3 2008
,Dr. Phil in a Pill,Shaggy,MDMA (Ecstasy),Oct 3 2008
,Ladies Room Diss,Minnie,Cocaine,Oct 3 2008
,Sally D: The Counsellor,FeelinGood,"Salvia divinorum (leaves), Alcohol & Cannabis",Oct 3 2008
,More Pleasant This Way,NickAtNight,Amanitas - A. muscaria,Oct 3 2008
,April Skies,April,"Cocaine, Mushrooms & MDMA (Ecstasy)",Oct 3 2008
,Reality Check,David,Salvia divinorium (20x extract),Oct 3 2008
,Post-Drug Use Flashbacks,Abidan,"Ecstasy, Cannabis & Mushrooms",Oct 2 2008
,"I Had a Hill, Once",Manjushri,2C-P & Amphetamines,Sep 30 2008
,Induced Flashbacks?,Dr. Johnson,LSD & Cannabis,Sep 30 2008
,A Rebirth Experience,Tech House Junky,"2C-E, Ecstasy & Dextroamphetamine",Sep 30 2008
,Bubbles,Jewfolife16,LSD,Sep 29 2008
,2 Minute Nightmare,KalvinKobra,Salvia divinroum (10x extract),Sep 29 2008
,A Thunderstorm in Every Reality,Calvinmyhobbes,DOI,Sep 29 2008
,Aurora of Faces,Outtatheframe,2C-I,Sep 26 2008
,I Am Everything That You Can Imagine,Thrip,2C-B & DMT,Sep 26 2008
,"The Best of Times, The Worst of Times",Mick,Cannabis,Sep 25 2008
,I Couldnt Even Buy It Yet,This_Sucks,Alcohol,Sep 24 2008
,Next Time I'll Start out Small,Tim,5-MeO-DMT,Sep 24 2008
,Shallow Infinity,Soybom,AMT & MDMA,Sep 24 2008
,Telepathic Transcendence,Andrew,DMT,Sep 24 2008
,In The Dead Of Night,TheDude,Morning Glory (Heavenly Blue) & Cannabis,Sep 23 2008
,Not for Everyone,Dr_Green_Thumbxxx,5-MeO-DMT,Sep 23 2008
,I am Mega Man!,Kefka,AMT,Sep 23 2008
,A World of Difference,The Hunted Cat,5-MeO-DiPT,Sep 23 2008
,Skepticism Replaced by Euphoria,RoBsTa,AMT,Sep 23 2008
,Using DMSO for Transdermal Administration,Enesi/Xenonsion,DMT & DMSO,Sep 23 2008
,A Great Mix,Phyllobates,"5-MeO-DiPT, Ecstasy & 2C-B",Sep 22 2008
,Therapeutic Use,Coercion,2C-E,Sep 22 2008
,2C-Incredible,Jondon,2C-I,Sep 22 2008
,Interesting Effects,Lissi,2C-I,Sep 22 2008
,Myriad Trip,gotrocks,LSD & Cannabis,Sep 22 2008
,Intense Mucous Production,Isaac,2C-E,Sep 22 2008
,"One Consciousness, Every Individual",Dilated_pupils,2C-E & Mushrooms,Sep 22 2008
,Terrifying End to a Synthetic Experience,Gabrielle,2C-B,Sep 22 2008
,Not my Club Drug,Ny12302,2C-I,Sep 20 2008
,Dagga - Good Mix With The Real Dagga,SS,Leonotis leonurus - Lion's Tail / Wild Dagga,Sep 19 2008
,Overwhelmed,Bloke,2C-E,Sep 18 2008
,Blended with Spiritual Practice,Julian,5-Meo-DiPT,Sep 18 2008
,The Most Intense Trip of my Life,NINja,2C-I,Sep 18 2008
,Front Row Seats to a Pink Floyd Laser Show,L1v3,Ayahuasca,Sep 18 2008
,"It's Not Frightening, But It Should Be",Matt,Salvia divinorum (10x extract),Sep 17 2008
,OCD Treatment,Captkannabis3,Mushrooms - P. cubenis,Sep 16 2008
,Possible Immunity?,Matt,Mushrooms - P. Cubensis,Sep 16 2008
,The Holy Moment,TheGhostofBillHicks,LSD & Meditation,Sep 16 2008
,Feeding My Sister Coins,Dramamine,Dimenhydrinate,Sep 16 2008
,Just Plain Cool,Captain Tripps,2C-I,Sep 16 2008
,The Tome,BTJ,2C-I,Sep 16 2008
,"Body Buzz, Mania, then Endless Thoughts",DeltaHeavy,H.B. Woodrose & Meclizine (Dramamine 2),Sep 16 2008
,The Green Dream Experiment,Libertine,Absinthe,Sep 16 2008
,Climbing the High,Seedman,Kratom & Tobacco,Sep 16 2008
,Trancy and Extremely Pleasant,LibraZebra,Salvia divinorum (10x extract),Sep 16 2008
,"Whoops, There Goes Gravity",D,Salvia divinorum (10x extract),Sep 15 2008
